feature,tumor_stage,value
HALLMARK_ANGIOGENESIS,non-cancer,0.1562963892455794
HALLMARK_ANGIOGENESIS,non-cancer,0.0784818117842715
HALLMARK_ANGIOGENESIS,non-cancer,0.18131531055157002
HALLMARK_ANGIOGENESIS,non-cancer,0.00997136209765051
HALLMARK_ANGIOGENESIS,non-cancer,0.07525957596607696
HALLMARK_ANGIOGENESIS,non-cancer,0.24661176176152674
HALLMARK_ANGIOGENESIS,non-cancer,0.12084858943254519
HALLMARK_ANGIOGENESIS,non-cancer,0.18445692681858683
HALLMARK_ANGIOGENESIS,non-cancer,0.39790515443198704
HALLMARK_ANGIOGENESIS,non-cancer,0.238784731188391
HALLMARK_ANGIOGENESIS,non-cancer,-0.031214190099993322
HALLMARK_ANGIOGENESIS,non-cancer,0.18628373170510315
HALLMARK_ANGIOGENESIS,non-cancer,0.1633675766806317
HALLMARK_ANGIOGENESIS,non-cancer,0.34175003051757813
HALLMARK_ANGIOGENESIS,non-cancer,0.28437957127888996
HALLMARK_ANGIOGENESIS,non-cancer,0.09126114307305752
HALLMARK_ANGIOGENESIS,non-cancer,0.24650744527833074
HALLMARK_ANGIOGENESIS,non-cancer,0.12330345161959656
HALLMARK_ANGIOGENESIS,non-cancer,0.3369386100769043
HALLMARK_ANGIOGENESIS,non-cancer,0.11984289951813526
HALLMARK_ANGIOGENESIS,non-cancer,0.14589476813617933
HALLMARK_ANGIOGENESIS,non-cancer,0.15523208691523624
